1;0;3359.00;9.50;1166.00;0.00;0.08
2;0;3429.00;9.85;1699.00;0.00;0.30
3;0;3367.00;10.40;1807.00;0.00;0.28
4;0;3168.00;9.50;1858.00;0.00;0.88
5;0;2891.00;9.50;1626.00;0.00;0.82
6;0;3579.00;10.60;1758.00;0.00;0.26
7;0;3274.00;10.35;1829.00;0.00;0.32
8;0;3311.00;11.15;1677.00;0.00;0.18
9;0;1964.00;9.50;232.00;0.00;1.24
10;0;2999.00;12.12;1768.00;0.00;0.28
11;0;3076.00;11.85;1872.00;0.00;0.34
12;0;3504.00;9.80;1677.00;0.00;0.24
13;0;1361.00;9.50;303.00;0.00;1.34
14;0;2963.00;9.87;1723.00;0.00;0.24
15;0;3288.00;10.92;1918.00;0.00;0.36
16;0;5263.00;9.50;1552.00;0.00;1.18
17;0;3075.00;9.75;1567.00;0.00;0.20
18;0;3369.00;10.15;1796.00;0.00;0.24
19;0;3881.00;9.50;651.00;0.00;1.12
20;0;3132.00;9.50;1203.00;0.00;0.68
21;0;2949.00;9.50;1816.00;0.00;0.42
22;0;3166.00;9.50;2005.00;0.00;0.34
23;0;3500.00;9.80;1709.00;0.00;0.24
24;0;5231.00;9.50;500.00;0.00;0.98
25;0;5348.00;9.50;1275.00;0.00;1.18
26;0;3386.00;10.37;1794.00;0.00;0.32
27;0;2955.00;13.20;1754.00;0.00;0.34
28;0;4782.00;9.50;474.00;0.00;0.92
29;0;4179.00;9.50;636.00;0.00;0.80
30;0;3217.00;10.45;1878.00;0.00;0.24
31;0;3615.00;10.50;1714.00;0.00;0.22
32;0;3159.00;9.70;1768.00;0.00;0.24
33;0;4465.00;9.50;357.00;0.00;1.00
34;0;3944.00;9.50;785.00;0.00;1.02
35;0;3062.00;9.70;1730.00;0.00;0.24
36;0;3311.00;9.80;1860.00;0.00;0.44
37;0;3253.00;10.15;1782.00;0.00;0.20
38;0;3046.00;9.50;1927.00;0.00;0.28
39;0;3362.00;10.20;1702.00;0.00;0.22
40;0;3319.00;10.40;1785.00;0.00;0.26
41;0;2231.00;9.50;119.00;0.00;0.88
42;0;2439.00;9.50;303.00;0.00;1.24
43;0;2415.00;9.50;965.00;0.00;1.22
44;0;3107.00;9.57;1990.00;0.00;0.36
45;0;3579.00;10.00;1720.00;0.00;0.28
46;0;3043.00;11.37;1815.00;0.00;0.26
47;0;2343.00;9.50;1535.00;0.00;1.10
48;0;1472.00;9.50;2017.00;0.00;1.12
49;0;3058.00;10.92;1761.00;0.00;0.30
50;0;1105.00;9.50;69.00;0.00;1.26
51;0;23.00;9.50;417.00;0.00;1.06
52;0;3258.00;9.77;1766.00;0.00;0.22
53;0;2896.00;9.70;1706.00;0.00;0.22
54;0;10.00;9.50;1248.00;0.00;0.54
55;0;306.00;9.50;1591.00;0.00;1.42
56;0;396.00;9.50;682.00;0.00;1.00
57;0;3329.00;9.70;1735.00;0.00;0.24
58;0;3070.00;13.25;1908.00;0.00;0.34
59;0;1399.00;9.50;615.00;0.00;1.40
60;0;3367.00;10.70;1750.00;0.00;0.28
61;0;3161.00;11.47;1935.00;0.00;0.34
62;0;3445.00;10.32;1697.00;0.00;0.20
63;0;3171.00;9.80;1808.00;0.00;0.34
64;0;3268.00;9.70;1996.00;0.00;0.22
65;0;2905.00;12.20;1735.00;0.00;0.32
66;0;3173.00;9.75;1828.00;0.00;0.24
67;0;3205.00;9.65;1760.00;0.00;0.24
68;0;2879.00;9.70;1566.00;0.00;0.16
69;0;2995.00;10.50;1713.00;0.00;0.26
70;0;3315.00;10.30;1733.00;0.00;0.28
71;0;3301.00;9.80;1704.00;0.00;0.26
72;0;3433.00;10.60;1761.00;0.00;0.34
73;0;3513.00;9.80;1698.00;0.00;0.18
74;0;3275.00;10.55;1933.00;0.00;0.46
75;0;3433.00;9.97;1745.00;0.00;0.30
76;0;3187.00;11.55;1983.00;0.00;0.32
77;0;3010.00;11.62;1755.00;0.00;0.32
78;0;3543.00;9.70;1177.00;0.00;0.44
79;0;3286.00;10.30;1725.00;0.00;0.20
80;0;3287.00;10.57;1820.00;0.00;0.38
81;0;3386.00;10.37;1725.00;0.00;0.28
82;0;3225.00;10.35;1852.00;0.00;0.30
83;0;3177.00;9.70;1707.00;0.00;0.26
84;0;3479.00;9.90;1737.00;0.00;0.22
85;0;3369.00;10.47;1684.00;0.00;0.24
86;0;3325.00;9.97;1879.00;0.00;0.28
87;0;3524.00;10.50;1811.00;0.00;0.92
88;0;3625.00;10.05;1734.00;0.00;0.36
89;0;3387.00;10.00;1775.00;0.00;0.24
90;0;3334.00;10.22;1766.00;0.00;0.18
91;0;3094.00;10.37;1968.00;0.00;0.58
92;0;3348.00;9.87;1793.00;0.00;0.24
93;0;3367.00;9.97;1711.00;0.00;0.24
94;0;3343.00;10.35;1847.00;0.00;0.28
95;0;3266.00;9.80;1690.00;0.00;0.22
96;0;3999.00;9.70;2008.00;0.00;1.66
